"term","coefficient","penalty","year","target","best_penalty","best_mixture","cv_rmse","cv_rsq","abs_coef","question","answer_level"
"partei_label_CDU.CSU",0.288249498200425,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.288249498200425,NA,"partei_label_CDU.CSU"
"partei_label_AfD",0.176212973744821,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.176212973744821,NA,"partei_label_AfD"
"partei_label_LINKE",-0.174862768175582,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.174862768175582,NA,"partei_label_LINKE"
"(Intercept)",0.126520762337543,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.126520762337543,NA,"(Intercept)"
"Q26_Eher.nicht",0.120798668899505,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.120798668899505,"Q26","Eher.nicht"
"Q49_Eher.ja",0.0951390291786016,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0951390291786016,"Q49","Eher.ja"
"Q33_Eher.nicht",0.092962008909616,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.092962008909616,"Q33","Eher.nicht"
"Q31_Ja.",0.0923994622655827,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0923994622655827,"Q31","Ja."
"Q1_Keine.Angabe",0.0907819326855648,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0907819326855648,"Q1","Keine.Angabe"
"Q4_Nein.",-0.0843702799016993,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0843702799016993,"Q4","Nein."
"Q75_Keine.Angabe",-0.0796063698385436,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0796063698385436,"Q75","Keine.Angabe"
"Q69_Ja.",0.0776847568225215,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0776847568225215,"Q69","Ja."
"Q63_Ja.",-0.0769894373041999,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0769894373041999,"Q63","Ja."
"Q20_Nein.",0.0749432809667131,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0749432809667131,"Q20","Nein."
"Q53_Ja.",0.0732048851281,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0732048851281,"Q53","Ja."
"Q37_Nein.",0.0726216027738035,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0726216027738035,"Q37","Nein."
"Q58_Ja.",0.0725168660390737,0.202358964772516,2017,"econ_lr_score",0.202358964772516,0.1,0.301979996085585,0.817099736151564,0.0725168660390737,"Q58","Ja."
