Satzart;Wahlkreis;Land;Regierungsbezirk;Kreis;Verbandsgemeinde;Gemeinde;Kennziffer Briefwahlzugehörigkeit;Name;Textkennzeichen
10;0;1;0;0;0;0;0;Schleswig-Holstein;11
10;0;2;0;0;0;0;0;Hamburg;11
10;0;3;0;0;0;0;0;Niedersachsen;11
10;0;4;0;0;0;0;0;Bremen;11
10;0;5;0;0;0;0;0;Nordrhein-Westfalen;11
10;0;6;0;0;0;0;0;Hessen;11
10;0;7;0;0;0;0;0;Rheinland-Pfalz;11
10;0;8;0;0;0;0;0;Baden-Württemberg;11
10;0;9;0;0;0;0;0;Bayern;11
10;0;10;0;0;0;0;0;Saarland;11
10;0;11;0;0;0;0;0;Berlin;11
10;0;12;0;0;0;0;0;Brandenburg;11
10;0;13;0;0;0;0;0;Mecklenburg-Vorpommern;11
10;0;14;0;0;0;0;0;Sachsen;11
10;0;15;0;0;0;0;0;Sachsen-Anhalt;11
10;0;16;0;0;0;0;0;Thüringen;11
20;0;3;1;0;0;0;0;Statistische Region Braunschweig;21
20;0;5;1;0;0;0;0;Reg.-Bez. Düsseldorf;21
20;0;7;1;0;0;0;0;früher: Reg.-Bez. Koblenz;21
20;0;8;1;0;0;0;0;Reg.-Bez. Stuttgart;21
20;0;9;1;0;0;0;0;Oberbayern;21
20;0;11;1;0;0;0;0;Früher: Berlin-Ost, Stadt;95
20;0;3;2;0;0;0;0;Statistische Region Hannover;21
20;0;7;2;0;0;0;0;früher: Reg.-Bez. Trier;21
20;0;8;2;0;0;0;0;Reg.-Bez. Karlsruhe;21
20;0;9;2;0;0;0;0;Niederbayern;21
20;0;11;2;0;0;0;0;Früher: Berlin-West, Stadt;94
20;0;3;3;0;0;0;0;Statistische Region Lüneburg;21
20;0;5;3;0;0;0;0;Reg.-Bez. Köln;21
20;0;7;3;0;0;0;0;früher: Reg.-Bez. Rheinhessen-Pfalz;21
20;0;8;3;0;0;0;0;Reg.-Bez. Freiburg;21
20;0;9;3;0;0;0;0;Oberpfalz;21
20;0;3;4;0;0;0;0;Statistische Region Weser-Ems;21
20;0;6;4;0;0;0;0;Reg.-Bez. Darmstadt;21
20;0;8;4;0;0;0;0;Reg.-Bez. Tübingen;21
20;0;9;4;0;0;0;0;Oberfranken;21
20;0;5;5;0;0;0;0;Reg.-Bez. Münster;21
20;0;6;5;0;0;0;0;Reg.-Bez. Gießen;21
20;0;9;5;0;0;0;0;Mittelfranken;21
20;0;14;5;0;0;0;0;früher: Direktionsbezirk Chemnitz;21
20;0;6;6;0;0;0;0;Reg.-Bez. Kassel;21
20;0;9;6;0;0;0;0;Unterfranken;21
20;0;14;6;0;0;0;0;früher: Direktionsbezirk Dresden;21
20;0;5;7;0;0;0;0;Reg.-Bez. Detmold;21
20;0;9;7;0;0;0;0;Schwaben;21
20;0;14;7;0;0;0;0;früher: Direktionsbezirk Leipzig;21
20;0;5;9;0;0;0;0;Reg.-Bez. Arnsberg;21
30;1;1;0;0;0;0;0;Flensburg – Schleswig;31
30;2;1;0;0;0;0;0;Nordfriesland – Dithmarschen Nord;31
30;3;1;0;0;0;0;0;Steinburg – Dithmarschen Süd;31
30;4;1;0;0;0;0;0;Rendsburg-Eckernförde;31
30;5;1;0;0;0;0;0;Kiel;31
30;6;1;0;0;0;0;0;Plön – Neumünster;31
30;7;1;0;0;0;0;0;Pinneberg;31
30;8;1;0;0;0;0;0;Segeberg – Stormarn-Mitte;31
30;9;1;0;0;0;0;0;Ostholstein – Stormarn-Nord;31
30;10;1;0;0;0;0;0;Herzogtum Lauenburg – Stormarn-Süd;31
30;11;1;0;0;0;0;0;Lübeck;31
30;12;13;0;0;0;0;0;Schwerin – Ludwigslust-Parchim I – Nordwestmecklenburg I;31
30;13;13;0;0;0;0;0;Ludwigslust-Parchim II – Nordwestmecklenburg II – Landkreis Rostock I;31
30;14;13;0;0;0;0;0;Rostock – Landkreis Rostock II;31
30;15;13;0;0;0;0;0;Vorpommern-Rügen – Vorpommern-Greifswald I;31
30;16;13;0;0;0;0;0;Mecklenburgische Seenplatte I – Vorpommern-Greifswald II;31
30;17;13;0;0;0;0;0;Mecklenburgische Seenplatte II – Landkreis Rostock III;31
30;18;2;0;0;0;0;0;Hamburg-Mitte;31
30;19;2;0;0;0;0;0;Hamburg-Altona;31
30;20;2;0;0;0;0;0;Hamburg-Eimsbüttel;31
30;21;2;0;0;0;0;0;Hamburg-Nord;31
30;22;2;0;0;0;0;0;Hamburg-Wandsbek;31
30;23;2;0;0;0;0;0;Hamburg-Bergedorf – Harburg;31
30;24;3;0;0;0;0;0;Aurich – Emden;31
30;25;3;0;0;0;0;0;Unterems;31
30;26;3;0;0;0;0;0;Friesland – Wilhelmshaven – Wittmund;31
30;27;3;0;0;0;0;0;Oldenburg – Ammerland;31
30;28;3;0;0;0;0;0;Delmenhorst – Wesermarsch – Oldenburg-Land;31
30;29;3;0;0;0;0;0;Cuxhaven – Stade II;31
30;30;3;0;0;0;0;0;Stade I – Rotenburg II;31
30;31;3;0;0;0;0;0;Mittelems;31
30;32;3;0;0;0;0;0;Cloppenburg – Vechta;31
30;33;3;0;0;0;0;0;Diepholz – Nienburg I;31
30;34;3;0;0;0;0;0;Osterholz – Verden;31
30;35;3;0;0;0;0;0;Rotenburg I – Heidekreis;31
30;36;3;0;0;0;0;0;Harburg;31
30;37;3;0;0;0;0;0;Lüchow-Dannenberg – Lüneburg;31
30;38;3;0;0;0;0;0;Osnabrück-Land;31
30;39;3;0;0;0;0;0;Stadt Osnabrück;31
30;40;3;0;0;0;0;0;Nienburg II – Schaumburg;31
30;41;3;0;0;0;0;0;Stadt Hannover I;31
30;42;3;0;0;0;0;0;Stadt Hannover II;31
30;43;3;0;0;0;0;0;Hannover-Land I;31
30;44;3;0;0;0;0;0;Celle – Uelzen;31
30;45;3;0;0;0;0;0;Gifhorn – Peine;31
30;46;3;0;0;0;0;0;Hameln-Pyrmont – Holzminden;31
30;47;3;0;0;0;0;0;Hannover-Land II;31
30;48;3;0;0;0;0;0;Hildesheim;31
30;49;3;0;0;0;0;0;Salzgitter – Wolfenbüttel;31
30;50;3;0;0;0;0;0;Braunschweig;31
30;51;3;0;0;0;0;0;Helmstedt – Wolfsburg;31
30;52;3;0;0;0;0;0;Goslar – Northeim – Osterode;31
30;53;3;0;0;0;0;0;Göttingen;31
30;54;4;0;0;0;0;0;Bremen I;31
30;55;4;0;0;0;0;0;Bremen II – Bremerhaven;31
30;56;12;0;0;0;0;0;Prignitz – Ostprignitz-Ruppin – Havelland I;31
30;57;12;0;0;0;0;0;Uckermark – Barnim I;31
30;58;12;0;0;0;0;0;Oberhavel – Havelland II;31
30;59;12;0;0;0;0;0;Märkisch-Oderland – Barnim II;31
30;60;12;0;0;0;0;0;Brandenburg an der Havel – Potsdam-Mittelmark I – Havelland III – Teltow-Fläming I;31
30;61;12;0;0;0;0;0;Potsdam – Potsdam-Mittelmark II – Teltow-Fläming II;31
30;62;12;0;0;0;0;0;Dahme-Spreewald – Teltow-Fläming III – Oberspreewald-Lausitz I;31
30;63;12;0;0;0;0;0;Frankfurt (Oder) – Oder-Spree;31
30;64;12;0;0;0;0;0;Cottbus – Spree-Neiße;31
30;65;12;0;0;0;0;0;Elbe-Elster – Oberspreewald-Lausitz II;31
30;66;15;0;0;0;0;0;Altmark;31
30;67;15;0;0;0;0;0;Börde – Jerichower Land;31
30;68;15;0;0;0;0;0;Harz;31
30;69;15;0;0;0;0;0;Magdeburg;31
30;70;15;0;0;0;0;0;Dessau – Wittenberg;31
30;71;15;0;0;0;0;0;Anhalt;31
30;72;15;0;0;0;0;0;Halle;31
30;73;15;0;0;0;0;0;Burgenland – Saalekreis;31
30;74;15;0;0;0;0;0;Mansfeld;31
30;75;11;0;0;0;0;0;Berlin-Mitte;31
30;76;11;0;0;0;0;0;Berlin-Pankow;31
30;77;11;0;0;0;0;0;Berlin-Reinickendorf;31
30;78;11;0;0;0;0;0;Berlin-Spandau – Charlottenburg Nord;31
30;79;11;0;0;0;0;0;Berlin-Steglitz-Zehlendorf;31
30;80;11;0;0;0;0;0;Berlin-Charlottenburg-Wilmersdorf;31
30;81;11;0;0;0;0;0;Berlin-Tempelhof-Schöneberg;31
30;82;11;0;0;0;0;0;Berlin-Neukölln;31
30;83;11;0;0;0;0;0;Berlin-Friedrichshain-Kreuzberg – Prenzlauer Berg Ost;31
30;84;11;0;0;0;0;0;Berlin-Treptow-Köpenick;31
30;85;11;0;0;0;0;0;Berlin-Marzahn-Hellersdorf;31
30;86;11;0;0;0;0;0;Berlin-Lichtenberg;31
30;87;5;0;0;0;0;0;Aachen I;31
30;88;5;0;0;0;0;0;Aachen II;31
30;89;5;0;0;0;0;0;Heinsberg;31
30;90;5;0;0;0;0;0;Düren;31
30;91;5;0;0;0;0;0;Rhein-Erft-Kreis I;31
30;92;5;0;0;0;0;0;Euskirchen – Rhein-Erft-Kreis II;31
30;93;5;0;0;0;0;0;Köln I;31
30;94;5;0;0;0;0;0;Köln II;31
30;95;5;0;0;0;0;0;Köln III;31
30;96;5;0;0;0;0;0;Bonn;31
30;97;5;0;0;0;0;0;Rhein-Sieg-Kreis I;31
30;98;5;0;0;0;0;0;Rhein-Sieg-Kreis II;31
30;99;5;0;0;0;0;0;Oberbergischer Kreis;31
30;100;5;0;0;0;0;0;Rheinisch-Bergischer Kreis;31
30;101;5;0;0;0;0;0;Leverkusen – Köln IV;31
30;102;5;0;0;0;0;0;Wuppertal I;31
30;103;5;0;0;0;0;0;Solingen – Remscheid – Wuppertal II;31
30;104;5;0;0;0;0;0;Mettmann I;31
30;105;5;0;0;0;0;0;Mettmann II;31
30;106;5;0;0;0;0;0;Düsseldorf I;31
30;107;5;0;0;0;0;0;Düsseldorf II;31
30;108;5;0;0;0;0;0;Neuss I;31
30;109;5;0;0;0;0;0;Mönchengladbach;31
30;110;5;0;0;0;0;0;Krefeld I – Neuss II;31
30;111;5;0;0;0;0;0;Viersen;31
30;112;5;0;0;0;0;0;Kleve;31
30;113;5;0;0;0;0;0;Wesel I;31
30;114;5;0;0;0;0;0;Krefeld II – Wesel II;31
30;115;5;0;0;0;0;0;Duisburg I;31
30;116;5;0;0;0;0;0;Duisburg II;31
30;117;5;0;0;0;0;0;Oberhausen – Wesel III;31
30;118;5;0;0;0;0;0;Mülheim – Essen I;31
30;119;5;0;0;0;0;0;Essen II;31
30;120;5;0;0;0;0;0;Essen III;31
30;121;5;0;0;0;0;0;Recklinghausen I;31
30;122;5;0;0;0;0;0;Recklinghausen II;31
30;123;5;0;0;0;0;0;Gelsenkirchen;31
30;124;5;0;0;0;0;0;Steinfurt I – Borken I;31
30;125;5;0;0;0;0;0;Bottrop – Recklinghausen III;31
30;126;5;0;0;0;0;0;Borken II;31
30;127;5;0;0;0;0;0;Coesfeld – Steinfurt II;31
30;128;5;0;0;0;0;0;Steinfurt III;31
30;129;5;0;0;0;0;0;Münster;31
30;130;5;0;0;0;0;0;Warendorf;31
30;131;5;0;0;0;0;0;Gütersloh I;31
30;132;5;0;0;0;0;0;Bielefeld – Gütersloh II;31
30;133;5;0;0;0;0;0;Herford – Minden-Lübbecke II;31
30;134;5;0;0;0;0;0;Minden-Lübbecke I;31
30;135;5;0;0;0;0;0;Lippe I;31
30;136;5;0;0;0;0;0;Höxter – Lippe II;31
30;137;5;0;0;0;0;0;Paderborn – Gütersloh III;31
30;138;5;0;0;0;0;0;Hagen – Ennepe-Ruhr-Kreis I;31
30;139;5;0;0;0;0;0;Ennepe-Ruhr-Kreis II;31
30;140;5;0;0;0;0;0;Bochum I;31
30;141;5;0;0;0;0;0;Herne – Bochum II;31
30;142;5;0;0;0;0;0;Dortmund I;31
30;143;5;0;0;0;0;0;Dortmund II;31
30;144;5;0;0;0;0;0;Unna I;31
30;145;5;0;0;0;0;0;Hamm – Unna II;31
30;146;5;0;0;0;0;0;Soest;31
30;147;5;0;0;0;0;0;Hochsauerlandkreis;31
30;148;5;0;0;0;0;0;Siegen-Wittgenstein;31
30;149;5;0;0;0;0;0;Olpe – Märkischer Kreis I;31
30;150;5;0;0;0;0;0;Märkischer Kreis II;31
30;151;14;0;0;0;0;0;Nordsachsen;31
30;152;14;0;0;0;0;0;Leipzig I;31
30;153;14;0;0;0;0;0;Leipzig II;31
30;154;14;0;0;0;0;0;Leipzig-Land;31
30;155;14;0;0;0;0;0;Meißen;31
30;156;14;0;0;0;0;0;Bautzen I;31
30;157;14;0;0;0;0;0;Görlitz;31
30;158;14;0;0;0;0;0;Sächsische Schweiz-Osterzgebirge;31
30;159;14;0;0;0;0;0;Dresden I;31
30;160;14;0;0;0;0;0;Dresden II – Bautzen II;31
30;161;14;0;0;0;0;0;Mittelsachsen;31
30;162;14;0;0;0;0;0;Chemnitz;31
30;163;14;0;0;0;0;0;Chemnitzer Umland – Erzgebirgskreis II;31
30;164;14;0;0;0;0;0;Erzgebirgskreis I;31
30;165;14;0;0;0;0;0;Zwickau;31
30;166;14;0;0;0;0;0;Vogtlandkreis;31
30;167;6;0;0;0;0;0;Waldeck;31
30;168;6;0;0;0;0;0;Kassel;31
30;169;6;0;0;0;0;0;Werra-Meißner – Hersfeld-Rotenburg;31
30;170;6;0;0;0;0;0;Schwalm-Eder;31
30;171;6;0;0;0;0;0;Marburg;31
30;172;6;0;0;0;0;0;Lahn-Dill;31
30;173;6;0;0;0;0;0;Gießen;31
30;174;6;0;0;0;0;0;Fulda;31
30;175;6;0;0;0;0;0;Main-Kinzig – Wetterau II – Schotten;31
30;176;6;0;0;0;0;0;Hochtaunus;31
30;177;6;0;0;0;0;0;Wetterau I;31
30;178;6;0;0;0;0;0;Rheingau-Taunus – Limburg;31
30;179;6;0;0;0;0;0;Wiesbaden;31
30;180;6;0;0;0;0;0;Hanau;31
30;181;6;0;0;0;0;0;Main-Taunus;31
30;182;6;0;0;0;0;0;Frankfurt am Main I;31
30;183;6;0;0;0;0;0;Frankfurt am Main II;31
30;184;6;0;0;0;0;0;Groß-Gerau;31
30;185;6;0;0;0;0;0;Offenbach;31
30;186;6;0;0;0;0;0;Darmstadt;31
30;187;6;0;0;0;0;0;Odenwald;31
30;188;6;0;0;0;0;0;Bergstraße;31
30;189;16;0;0;0;0;0;Eichsfeld – Nordhausen – Unstrut-Hainich-Kreis I;31
30;190;16;0;0;0;0;0;Eisenach – Wartburgkreis – Unstrut-Hainich-Kreis II;31
30;191;16;0;0;0;0;0;Kyffhäuserkreis – Sömmerda – Weimarer Land I;31
30;192;16;0;0;0;0;0;Gotha – Ilm-Kreis;31
30;193;16;0;0;0;0;0;Erfurt – Weimar – Weimarer Land II;31
30;194;16;0;0;0;0;0;Gera – Jena – Saale-Holzland-Kreis;31
30;195;16;0;0;0;0;0;Greiz – Altenburger Land;31
30;196;16;0;0;0;0;0;Sonneberg – Saalfeld-Rudolstadt – Saale-Orla-Kreis;31
30;197;16;0;0;0;0;0;Suhl – Schmalkalden-Meiningen – Hildburghausen;31
30;198;7;0;0;0;0;0;Neuwied;31
30;199;7;0;0;0;0;0;Ahrweiler;31
30;200;7;0;0;0;0;0;Koblenz;31
30;201;7;0;0;0;0;0;Mosel/Rhein-Hunsrück;31
30;202;7;0;0;0;0;0;Kreuznach;31
30;203;7;0;0;0;0;0;Bitburg;31
30;204;7;0;0;0;0;0;Trier;31
30;205;7;0;0;0;0;0;Montabaur;31
30;206;7;0;0;0;0;0;Mainz;31
30;207;7;0;0;0;0;0;Worms;31
30;208;7;0;0;0;0;0;Ludwigshafen/Frankenthal;31
30;209;7;0;0;0;0;0;Neustadt – Speyer;31
30;210;7;0;0;0;0;0;Kaiserslautern;31
30;211;7;0;0;0;0;0;Pirmasens;31
30;212;7;0;0;0;0;0;Südpfalz;31
30;213;9;0;0;0;0;0;Altötting;31
30;214;9;0;0;0;0;0;Erding – Ebersberg;31
30;215;9;0;0;0;0;0;Freising;31
30;216;9;0;0;0;0;0;Fürstenfeldbruck;31
30;217;9;0;0;0;0;0;Ingolstadt;31
30;218;9;0;0;0;0;0;München-Nord;31
30;219;9;0;0;0;0;0;München-Ost;31
30;220;9;0;0;0;0;0;München-Süd;31
30;221;9;0;0;0;0;0;München-West/Mitte;31
30;222;9;0;0;0;0;0;München-Land;31
30;223;9;0;0;0;0;0;Rosenheim;31
30;224;9;0;0;0;0;0;Starnberg;31
30;225;9;0;0;0;0;0;Traunstein;31
30;226;9;0;0;0;0;0;Weilheim;31
30;227;9;0;0;0;0;0;Deggendorf;31
30;228;9;0;0;0;0;0;Landshut;31
30;229;9;0;0;0;0;0;Passau;31
30;230;9;0;0;0;0;0;Rottal-Inn;31
30;231;9;0;0;0;0;0;Straubing;31
30;232;9;0;0;0;0;0;Amberg;31
30;233;9;0;0;0;0;0;Regensburg;31
30;234;9;0;0;0;0;0;Schwandorf;31
30;235;9;0;0;0;0;0;Weiden;31
30;236;9;0;0;0;0;0;Bamberg;31
30;237;9;0;0;0;0;0;Bayreuth;31
30;238;9;0;0;0;0;0;Coburg;31
30;239;9;0;0;0;0;0;Hof;31
30;240;9;0;0;0;0;0;Kulmbach;31
30;241;9;0;0;0;0;0;Ansbach;31
30;242;9;0;0;0;0;0;Erlangen;31
30;243;9;0;0;0;0;0;Fürth;31
30;244;9;0;0;0;0;0;Nürnberg-Nord;31
30;245;9;0;0;0;0;0;Nürnberg-Süd;31
30;246;9;0;0;0;0;0;Roth;31
30;247;9;0;0;0;0;0;Aschaffenburg;31
30;248;9;0;0;0;0;0;Bad Kissingen;31
30;249;9;0;0;0;0;0;Main-Spessart;31
30;250;9;0;0;0;0;0;Schweinfurt;31
30;251;9;0;0;0;0;0;Würzburg;31
30;252;9;0;0;0;0;0;Augsburg-Stadt;31
30;253;9;0;0;0;0;0;Augsburg-Land;31
30;254;9;0;0;0;0;0;Donau-Ries;31
30;255;9;0;0;0;0;0;Neu-Ulm;31
30;256;9;0;0;0;0;0;Oberallgäu;31
30;257;9;0;0;0;0;0;Ostallgäu;31
30;258;8;0;0;0;0;0;Stuttgart I;31
30;259;8;0;0;0;0;0;Stuttgart II;31
30;260;8;0;0;0;0;0;Böblingen;31
30;261;8;0;0;0;0;0;Esslingen;31
30;262;8;0;0;0;0;0;Nürtingen;31
30;263;8;0;0;0;0;0;Göppingen;31
30;264;8;0;0;0;0;0;Waiblingen;31
30;265;8;0;0;0;0;0;Ludwigsburg;31
30;266;8;0;0;0;0;0;Neckar-Zaber;31
30;267;8;0;0;0;0;0;Heilbronn;31
30;268;8;0;0;0;0;0;Schwäbisch Hall – Hohenlohe;31
30;269;8;0;0;0;0;0;Backnang – Schwäbisch Gmünd;31
30;270;8;0;0;0;0;0;Aalen – Heidenheim;31
30;271;8;0;0;0;0;0;Karlsruhe-Stadt;31
30;272;8;0;0;0;0;0;Karlsruhe-Land;31
30;273;8;0;0;0;0;0;Rastatt;31
30;274;8;0;0;0;0;0;Heidelberg;31
30;275;8;0;0;0;0;0;Mannheim;31
30;276;8;0;0;0;0;0;Odenwald – Tauber;31
30;277;8;0;0;0;0;0;Rhein-Neckar;31
30;278;8;0;0;0;0;0;Bruchsal – Schwetzingen;31
30;279;8;0;0;0;0;0;Pforzheim;31
30;280;8;0;0;0;0;0;Calw;31
30;281;8;0;0;0;0;0;Freiburg;31
30;282;8;0;0;0;0;0;Lörrach – Müllheim;31
30;283;8;0;0;0;0;0;Emmendingen – Lahr;31
30;284;8;0;0;0;0;0;Offenburg;31
30;285;8;0;0;0;0;0;Rottweil – Tuttlingen;31
30;286;8;0;0;0;0;0;Schwarzwald-Baar;31
30;287;8;0;0;0;0;0;Konstanz;31
30;288;8;0;0;0;0;0;Waldshut;31
30;289;8;0;0;0;0;0;Reutlingen;31
30;290;8;0;0;0;0;0;Tübingen;31
30;291;8;0;0;0;0;0;Ulm;31
30;292;8;0;0;0;0;0;Biberach;31
30;293;8;0;0;0;0;0;Bodensee;31
30;294;8;0;0;0;0;0;Ravensburg;31
30;295;8;0;0;0;0;0;Zollernalb – Sigmaringen;31
30;296;10;0;0;0;0;0;Saarbrücken;31
30;297;10;0;0;0;0;0;Saarlouis;31
30;298;10;0;0;0;0;0;St. Wendel;31
30;299;10;0;0;0;0;0;Homburg;31
40;0;2;0;0;0;0;0;Hamburg, Freie und Hansestadt (Wkr. 018 bis 023);41
40;0;1;0;1;0;0;0;Flensburg, Stadt (Wkr. 001);41
40;0;15;0;1;0;0;0;Dessau-Roßlau, Stadt (Wkr. 070);41
40;0;1;0;2;0;0;0;Kiel, Landeshauptstadt (Wkr. 005);41
40;0;15;0;2;0;0;0;Halle (Saale), Stadt (Wkr. 072);41
40;0;1;0;3;0;0;0;Lübeck, Hansestadt (Wkr. 011);41
40;0;13;0;3;0;0;0;Rostock (Wkr. 014);41
40;0;15;0;3;0;0;0;Magdeburg, Landeshauptstadt (Wkr. 069);41
40;0;1;0;4;0;0;0;Neumünster, Stadt (Wkr. 006);41
40;0;13;0;4;0;0;0;Schwerin (Wkr. 012);41
40;0;4;0;11;0;0;0;Bremen, Stadt (Wkr. 054, 055);41
40;0;4;0;12;0;0;0;Bremerhaven, Stadt (Wkr. 055);41
40;0;10;0;41;0;0;0;Regionalverband Saarbrücken (Wkr. 296, 298, 299);45
40;0;10;0;42;0;0;0;Merzig-Wadern (Wkr. 297);44
40;0;10;0;43;0;0;0;Neunkirchen (Wkr. 298, 299);44
40;0;10;0;44;0;0;0;Saarlouis (Wkr. 297, 298);44
40;0;10;0;45;0;0;0;Saarpfalz-Kreis (Wkr. 299);44
40;0;10;0;46;0;0;0;St. Wendel (Wkr. 298);44
40;0;1;0;51;0;0;0;Dithmarschen (Wkr. 002, 003);43
40;0;12;0;51;0;0;0;Brandenburg an der Havel, Stadt (Wkr. 060);41
40;0;16;0;51;0;0;0;Erfurt, Stadt (Wkr. 193);41
40;0;12;0;52;0;0;0;Cottbus, Stadt (Wkr. 064);41
40;0;16;0;52;0;0;0;Gera, Stadt (Wkr. 194);41
40;0;1;0;53;0;0;0;Herzogtum Lauenburg (Wkr. 010, 011);43
40;0;12;0;53;0;0;0;Frankfurt (Oder), Stadt (Wkr. 063);41
40;0;16;0;53;0;0;0;Jena, Stadt (Wkr. 194);41
40;0;1;0;54;0;0;0;Nordfriesland (Wkr. 002);43
40;0;12;0;54;0;0;0;Potsdam, Stadt (Wkr. 061);41
40;0;16;0;54;0;0;0;Suhl, Stadt (Wkr. 197);41
40;0;1;0;55;0;0;0;Ostholstein (Wkr. 009);43
40;0;16;0;55;0;0;0;Weimar, Stadt (Wkr. 193);41
40;0;1;0;56;0;0;0;Pinneberg (Wkr. 007);43
40;0;16;0;56;0;0;0;Eisenach, Stadt (Wkr.190);41
40;0;1;0;57;0;0;0;Plön (Wkr. 006);43
40;0;1;0;58;0;0;0;Rendsburg-Eckernförde (Wkr. 004, 005);43
40;0;1;0;59;0;0;0;Schleswig-Flensburg (Wkr. 001);43
40;0;1;0;60;0;0;0;Segeberg (Wkr. 003, 006, 008);43
40;0;12;0;60;0;0;0;Barnim (Wkr. 057, 059);44
40;0;1;0;61;0;0;0;Steinburg (Wkr. 003);43
40;0;12;0;61;0;0;0;Dahme-Spreewald (Wkr. 062);44
40;0;16;0;61;0;0;0;Eichsfeld (Wkr. 189);44
40;0;1;0;62;0;0;0;Stormarn (Wkr. 008 bis 010);43
40;0;12;0;62;0;0;0;Elbe-Elster (Wkr. 065);44
40;0;16;0;62;0;0;0;Nordhausen (Wkr. 189);44
40;0;12;0;63;0;0;0;Havelland (Wkr. 056, 058, 060);44
40;0;16;0;63;0;0;0;Wartburgkreis (Wkr. 190);44
40;0;12;0;64;0;0;0;Märkisch-Oderland (Wkr. 059);44
40;0;16;0;64;0;0;0;Unstrut-Hainich-Kreis (Wkr. 189, 190);44
40;0;12;0;65;0;0;0;Oberhavel (Wkr. 058);44
40;0;16;0;65;0;0;0;Kyffhäuserkreis (Wkr. 191);44
40;0;12;0;66;0;0;0;Oberspreewald-Lausitz (Wkr. 062, 065);44
40;0;16;0;66;0;0;0;Schmalkalden-Meiningen (Wkr. 197);44
40;0;12;0;67;0;0;0;Oder-Spree (Wkr. 063);44
40;0;16;0;67;0;0;0;Gotha (Wkr. 192);44
40;0;12;0;68;0;0;0;Ostprignitz-Ruppin (Wkr. 056);44
40;0;16;0;68;0;0;0;Sömmerda (Wkr. 191);44
40;0;12;0;69;0;0;0;Potsdam-Mittelmark (Wkr. 060, 061);44
40;0;16;0;69;0;0;0;Hildburghausen (Wkr. 197);44
40;0;12;0;70;0;0;0;Prignitz (Wkr. 056);44
40;0;16;0;70;0;0;0;Ilm-Kreis (Wkr. 192);44
40;0;12;0;71;0;0;0;Spree-Neiße (Wkr. 064);44
40;0;13;0;71;0;0;0;Mecklenburgische Seenplatte (Wkr. 016, 017);44
40;0;16;0;71;0;0;0;Weimarer Land (Wkr. 191, 193);44
40;0;12;0;72;0;0;0;Teltow-Fläming (Wkr. 060 bis 062);44
40;0;13;0;72;0;0;0;Landkreis Rostock (Wkr. 013, 014, 017);44
40;0;16;0;72;0;0;0;Sonneberg (Wkr. 196);44
40;0;12;0;73;0;0;0;Uckermark (Wkr. 057);44
40;0;13;0;73;0;0;0;Vorpommern-Rügen (Wkr. 015);44
40;0;16;0;73;0;0;0;Saalfeld-Rudolstadt (Wkr. 196);44
40;0;13;0;74;0;0;0;Nordwestmecklenburg (Wkr. 012, 013);44
40;0;16;0;74;0;0;0;Saale-Holzland-Kreis (Wkr. 194);44
40;0;13;0;75;0;0;0;Vorpommern-Greifswald (Wkr. 015, 016);44
40;0;16;0;75;0;0;0;Saale-Orla-Kreis (Wkr. 196);44
40;0;13;0;76;0;0;0;Ludwigslust-Parchim (Wkr. 012, 013);44
40;0;16;0;76;0;0;0;Greiz (Wkr. 195);44
40;0;16;0;77;0;0;0;Altenburger Land (Wkr. 195);44
40;0;15;0;81;0;0;0;Altmarkkreis Salzwedel (Wkr. 066);44
40;0;15;0;82;0;0;0;Anhalt-Bitterfeld (Wkr. 071);44
40;0;15;0;83;0;0;0;Börde (Wkr. 067);44
40;0;15;0;84;0;0;0;Burgenlandkreis (Wkr. 073);44
40;0;15;0;85;0;0;0;Harz (Wkr. 068);44
40;0;15;0;86;0;0;0;Jerichower Land (Wkr. 067);44
40;0;15;0;87;0;0;0;Mansfeld-Südharz (Wkr. 074);44
40;0;15;0;88;0;0;0;Saalekreis (Wkr. 072 bis 074);44
40;0;15;0;89;0;0;0;Salzlandkreis (Wkr. 068, 069, 071);44
40;0;15;0;90;0;0;0;Stendal (Wkr. 066);44
40;0;15;0;91;0;0;0;Wittenberg (Wkr. 070);44
40;0;3;1;1;0;0;0;Braunschweig, Stadt (Wkr. 050);41
40;0;11;1;1;0;0;0;Berlin, Stadt, Bezirk Mitte, Berlin-Ost (Wkr. 075);93
40;0;3;1;2;0;0;0;Salzgitter, Stadt (Wkr. 049);41
40;0;11;1;2;0;0;0;Berlin, Stadt, Bezirk Friedrichshain-Kreuzberg, Berlin-Ost (Wkr. 083);93
40;0;3;1;3;0;0;0;Wolfsburg, Stadt (Wkr. 051);41
40;0;11;1;3;0;0;0;Berlin, Stadt, Bezirk Pankow (Wkr. 076, 083);93
40;0;11;1;9;0;0;0;Berlin, Stadt, Bezirk Treptow-Köpenick (Wkr. 084);93
40;0;11;1;10;0;0;0;Berlin, Stadt, Bezirk Marzahn-Hellersdorf (Wkr. 085);93
40;0;5;1;11;0;0;0;Düsseldorf, Stadt (Wkr. 106, 107);41
40;0;7;1;11;0;0;0;Koblenz, kreisfreie Stadt (Wkr. 200);41
40;0;8;1;11;0;0;0;Stuttgart (Wkr. 258, 259);42
40;0;11;1;11;0;0;0;Berlin, Stadt, Bezirk Lichtenberg (Wkr. 086);93
